%Autor: Josu Barrutia, Facultad de Informática, UPV-EHU
%El siguiente dataset fue extraído de la API de https://www.worldweatheronline.com/weather-api/api/ en base a un proyecto de Minería de Datos
%
%Recoge los datos meteorológicos del año 2022 en Donosti, cada instancia está separada de la siguiente por tres horas
%
%Total de instancias: 2760
%Total de atributos: 13
%
%Variables predictoras:
% 1.tepmC temperatura en grados centígrados
% 2.windspeedKmph velocidad del viento en km/h
% 3.precip variable clase que indica si llueve (1) o no (0)
% 4.humidity humedad en %
% 5.visibility visibilidad en km
% 6.pressure presión en mb
% 7.cloudcover nubosidad en %
% 8.HeatIndexC índice de calor en grados centígrados
% 9.DewPointC punto de rocío en grados centígrados
% 10.WindChillC pérdida de calor que produce en el cuerpo una masa de aire frío en movimiento
% 11.WindGustKmph ráfagas de viento en km/h
% 12.FeelsLikeC sensación térmica en grados centígrados
% 13.uvIndex índice de radiación ultravioleta
%
%
%Si elegimos la variable precip como clase, podemos realizar una clasificación binaria para predecir si un día lloverá o no
%Un 75% de las instancias pertenecen a la clase 0 (no llueve) y un 25% a la clase 1 (llueve)
%
%
%
%
tempC,windspeedKmph,precip,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,uvIndex
19,2,0,93,10,1018,32,19,18,19,3,19,1
19,2,0,95,2,1017,74,19,18,19,3,19,1
18,2,0,95,2,1017,65,18,17,18,3,18,1
18,4,0,94,10,1016,72,18,17,18,6,18,4
21,4,0,87,10,1016,31,21,18,21,5,21,6
28,9,0,65,10,1014,4,31,21,28,10,31,7
28,13,0,66,10,1013,3,31,21,28,14,31,7
27,8,0,76,10,1013,2,29,22,27,9,29,1
20,2,0,94,10,1014,5,20,19,20,3,20,1
19,6,0,94,2,1015,16,19,18,19,10,19,1
19,6,0,95,2,1014,36,19,18,19,10,19,1
18,7,0,93,10,1013,11,18,17,18,13,18,5
22,4,0,80,10,1014,22,25,18,22,4,25,6
29,8,0,65,10,1013,6,33,22,29,9,33,7
28,8,0,70,10,1012,9,31,22,28,9,31,7
23,7,0,80,10,1013,14,25,20,23,8,25,1
21,14,1,97,10,1017,61,21,20,21,21,21,1
21,6,1,96,10,1016,67,21,20,21,8,21,1
20,5,0,95,2,1016,60,20,19,20,8,20,1
20,9,1,96,2,1017,100,20,19,20,13,20,4
20,9,1,95,10,1018,100,20,20,20,11,20,5
21,8,1,93,10,1019,98,24,20,21,12,21,5
21,13,1,91,10,1019,95,24,20,21,15,21,5
21,12,1,91,10,1019,95,21,19,21,16,21,1
19,10,1,95,10,1020,95,19,19,19,14,19,1
19,8,1,96,10,1020,100,19,19,19,12,19,1
19,12,1,94,10,1020,93,19,18,19,17,19,1
18,12,1,95,10,1019,100,18,17,18,17,18,4
19,10,1,93,10,1020,100,19,17,19,14,19,4
19,11,1,91,10,1019,100,19,18,19,14,19,4
19,8,1,92,10,1019,100,19,18,19,10,19,4
19,10,1,92,10,1017,100,19,18,19,12,19,1
18,7,0,91,10,1018,78,18,17,18,10,18,1
18,6,1,89,10,1018,74,18,17,18,9,18,1
18,5,0,88,10,1016,71,18,16,18,7,18,1
17,3,0,88,10,1016,39,17,15,17,5,17,5
19,4,0,81,10,1016,20,19,16,19,4,19,5
24,9,0,62,10,1015,5,25,16,24,10,25,6
23,9,0,61,10,1014,12,25,15,23,10,25,6
22,4,0,67,10,1013,5,25,16,22,4,25,1
18,3,0,86,10,1013,4,18,15,18,5,18,1
17,3,0,89,10,1013,5,17,15,17,6,17,1
17,6,0,90,10,1012,4,17,15,17,13,17,1
17,6,0,87,10,1011,0,17,15,17,13,17,5
23,5,0,65,10,1011,3,25,16,23,6,25,6
32,5,0,49,10,1010,7,34,20,32,6,34,8
33,6,0,47,10,1008,5,36,20,33,7,36,8
28,3,0,60,10,1008,11,29,19,28,4,29,1
23,5,0,67,10,1009,6,25,17,23,11,25,1
21,10,0,72,10,1009,7,24,16,21,22,21,1
21,8,1,74,10,1009,73,24,17,21,18,21,1
21,9,1,84,9,1008,73,22,18,21,18,21,5
22,9,1,84,10,1009,45,24,20,22,15,24,5
24,6,1,78,7,1010,57,26,20,24,11,26,6
27,10,1,64,8,1010,42,29,19,27,13,29,6
22,9,1,83,7,1011,64,23,19,22,12,23,1
19,6,1,93,8,1013,85,19,18,19,10,19,1
18,7,1,92,9,1014,82,18,17,18,14,18,1
18,6,1,92,10,1014,30,18,17,18,14,18,1
18,4,0,92,10,1014,5,18,17,18,8,18,5
21,2,0,81,10,1015,6,23,18,21,4,21,6
27,8,0,71,10,1015,9,29,21,27,9,29,7
25,8,1,78,9,1015,62,27,21,25,10,27,6
22,6,1,89,9,1015,79,25,20,22,9,22,1
20,6,1,95,10,1017,70,21,19,20,9,20,1
19,5,0,90,10,1019,92,19,18,19,8,19,1
19,4,0,91,10,1018,84,19,18,19,5,19,1
19,6,0,92,10,1018,73,19,18,19,9,19,4
20,5,0,88,10,1018,59,20,18,20,6,20,6
22,10,0,77,10,1018,69,25,18,22,12,25,5
22,11,0,76,10,1018,74,25,18,22,13,25,5
22,8,0,75,10,1017,70,25,17,22,9,22,1
20,5,0,86,10,1018,52,20,17,20,7,20,1
19,7,1,92,10,1018,85,19,17,19,12,19,1
17,5,0,92,10,1016,40,17,16,17,9,17,1
17,5,0,93,10,1016,66,17,15,17,9,17,4
19,5,0,86,10,1016,54,19,17,19,6,19,5
23,8,0,64,10,1015,29,25,16,23,9,25,6
23,12,0,67,10,1015,33,25,17,23,13,25,6
21,6,0,74,10,1015,19,24,17,21,8,21,1
18,3,0,91,10,1015,34,18,17,18,4,18,1
19,7,1,92,10,1018,85,19,17,19,12,19,1
17,5,0,92,10,1016,40,17,16,17,9,17,1
17,5,0,93,10,1016,66,17,15,17,9,17,4
19,5,0,86,10,1016,54,19,17,19,6,19,5
23,8,0,64,10,1015,29,25,16,23,9,25,6
23,12,0,67,10,1015,33,25,17,23,13,25,6
21,6,0,74,10,1015,19,24,17,21,8,21,1
18,3,0,91,10,1015,34,18,17,18,4,18,1
19,5,0,88,10,1015,85,19,17,19,8,19,1
18,7,1,91,10,1014,70,18,17,18,10,18,1
18,5,1,91,10,1014,57,18,17,18,8,18,4
19,7,1,89,10,1014,85,19,17,19,9,19,4
20,6,1,82,10,1014,55,20,17,20,7,20,5
22,10,0,73,10,1014,65,25,17,22,12,22,5
22,10,0,75,10,1013,54,24,17,22,12,22,1
18,6,0,90,10,1014,48,18,16,18,11,18,1
17,6,0,91,10,1014,52,17,16,17,10,17,1
16,6,0,92,10,1014,52,16,15,16,12,16,1
16,7,0,92,10,1013,48,16,15,16,14,16,5
19,5,0,81,10,1013,30,19,16,19,6,19,5
24,9,0,63,10,1013,20,25,16,24,11,25,6
23,14,0,71,10,1012,31,25,17,23,16,25,6
21,10,0,79,10,1012,83,24,17,21,11,21,1
19,5,0,86,10,1014,66,19,16,19,8,19,1
17,5,0,89,10,1014,60,17,15,17,9,17,1
16,6,0,92,10,1014,15,16,15,16,12,16,1
15,8,0,92,10,1013,2,15,14,15,17,15,5
21,5,0,81,10,1013,3,21,17,21,8,21,6
30,2,0,50,10,1012,7,31,18,30,2,31,7
31,4,0,42,10,1011,13,32,17,31,4,32,8
24,6,0,70,10,1012,3,26,18,24,8,26,1
19,7,0,89,10,1014,2,19,17,19,14,19,1
18,5,0,84,10,1016,3,18,15,18,11,18,1
17,7,0,81,10,1017,3,17,14,17,15,17,1
17,7,0,57,10,1017,0,17,8,17,15,17,5
22,3,0,49,10,1017,3,25,11,22,4,25,6
30,5,0,41,10,1017,3,30,15,30,5,30,7
31,8,0,42,10,1016,5,31,16,31,9,31,8
24,8,0,64,10,1016,5,26,17,24,10,26,1
20,5,0,73,10,1018,6,20,15,20,10,20,1
19,5,0,74,10,1019,4,19,14,19,10,19,1
18,5,0,74,10,1019,8,18,13,18,11,18,1
17,8,0,76,10,1018,10,17,13,17,16,17,5
22,6,0,56,10,1017,8,25,13,22,6,25,6
30,4,0,44,10,1016,13,30,16,30,5,30,7
29,8,0,41,10,1014,50,29,14,29,9,29,7
21,7,0,81,10,1016,48,21,17,21,13,21,1
19,4,0,88,10,1017,46,19,17,19,7,19,1
19,4,0,78,10,1017,20,19,15,19,8,19,1
17,4,0,79,10,1016,17,17,13,17,9,17,1
16,6,0,76,10,1015,7,16,12,16,13,16,5
20,6,0,62,10,1016,4,20,12,20,8,20,5
22,12,0,63,10,1016,100,25,15,22,14,25,5
23,13,0,62,10,1016,90,25,15,23,14,25,5
22,10,0,68,10,1016,15,25,16,22,11,25,1
17,5,0,87,10,1017,9,17,15,17,10,17,1
16,7,0,90,10,1017,26,16,14,16,14,16,1
15,6,0,84,10,1017,15,15,13,15,13,15,1
15,6,0,76,10,1016,17,15,11,15,12,15,5
19,3,0,64,10,1017,19,19,12,19,3,19,5
22,7,0,55,10,1017,8,25,13,22,8,25,6
24,13,0,60,10,1016,8,25,15,24,15,25,6
22,9,0,67,10,1017,15,25,16,22,10,25,1
17,2,0,85,10,1019,17,17,15,17,3,17,1
19,1,0,77,10,1017,21,19,15,19,2,19,1
18,5,0,79,10,1017,43,18,15,18,7,18,1
16,6,0,90,10,1018,37,16,15,16,12,16,5
20,4,1,72,10,1018,72,20,15,20,5,20,5
23,10,0,61,10,1019,26,25,15,23,12,25,6
23,10,0,67,10,1020,25,25,16,23,11,25,6
21,6,0,79,10,1019,71,21,17,21,7,21,1
18,5,0,91,10,1021,59,18,17,18,8,18,1
16,6,0,87,10,1021,14,16,14,16,12,16,1
16,5,0,82,10,1020,7,16,13,16,10,16,1
15,7,0,76,10,1020,9,15,11,15,14,15,5
20,5,0,60,10,1020,8,20,12,20,6,20,6
28,9,0,47,10,1018,5,29,16,28,10,29,7
28,13,0,52,10,1016,4,29,17,28,15,29,7
25,8,0,66,10,1015,4,27,18,25,9,27,1
20,4,0,79,10,1015,9,20,16,20,8,20,1
18,6,0,73,10,1016,6,18,13,18,13,18,1
18,6,0,64,10,1014,7,18,11,18,13,18,1
19,9,0,60,10,1013,8,19,11,19,20,19,5
24,10,0,64,10,1012,5,26,17,24,13,26,6
33,8,0,45,10,1010,0,36,20,33,9,36,8
36,9,0,35,10,1008,3,38,18,36,11,38,9
32,11,0,46,10,1006,3,34,19,32,22,34,1
26,15,0,49,10,1006,2,27,15,26,31,27,1
24,13,0,55,10,1007,0,26,15,24,26,26,1
23,14,0,64,10,1007,4,25,16,23,29,25,1
22,10,0,73,10,1007,26,25,17,22,21,25,6
25,6,0,71,10,1008,48,26,19,25,10,26,6
30,8,0,49,10,1007,46,32,18,30,9,32,8
29,11,0,54,10,1007,43,31,19,29,14,31,7
22,12,1,92,9,1009,71,24,21,22,21,22,1
21,11,1,93,10,1009,55,21,19,21,23,21,1
21,7,1,86,9,1007,82,21,18,21,15,21,1
23,15,0,72,10,1006,22,25,17,23,31,25,1
24,21,0,61,10,1006,27,25,16,24,38,25,6
25,16,0,63,10,1006,49,26,17,25,22,26,6
27,14,0,58,10,1006,28,28,18,27,17,28,7
29,24,0,47,10,1005,31,30,17,29,28,30,7
26,21,0,54,10,1004,34,27,16,26,30,27,1
23,18,0,67,10,1006,8,25,17,23,29,25,1
21,19,0,72,10,1008,10,24,16,21,30,21,1
21,17,0,70,10,1007,10,21,15,21,28,21,1
20,17,0,77,10,1007,63,20,16,20,27,20,5
23,17,0,66,10,1008,47,25,16,23,19,25,6
26,10,0,54,10,1008,36,27,16,26,12,27,7
29,7,0,43,10,1007,51,29,15,29,8,29,7
24,8,0,67,10,1008,50,25,17,24,12,25,1
19,8,1,89,5,1011,82,19,18,19,15,19,1
21,3,0,59,10,1011,54,24,13,21,5,21,1
21,4,0,62,10,1011,78,21,13,21,8,21,1
20,5,0,62,10,1011,49,20,13,20,8,20,6
22,5,0,64,10,1012,47,25,15,22,7,22,6
24,10,0,61,10,1013,35,25,16,24,12,25,6
23,10,0,70,10,1013,66,25,17,23,11,25,5
22,10,0,75,10,1014,35,25,18,22,12,25,1
19,8,1,93,9,1015,76,19,17,19,13,19,1
17,8,1,94,10,1016,59,17,16,17,15,17,1
17,10,1,93,10,1015,100,17,16,17,16,17,1
17,14,1,92,10,1015,100,17,16,17,22,17,4
18,13,1,87,10,1016,66,18,16,18,16,18,4
20,18,1,70,10,1017,91,20,14,20,22,20,4
20,19,0,65,10,1016,38,20,14,20,22,20,6
19,17,0,66,10,1017,77,19,13,19,19,19,1
17,12,0,77,10,1018,100,17,13,17,16,17,1
16,12,1,86,10,1018,87,16,14,16,18,16,1
15,10,1,86,10,1018,83,15,13,15,18,15,1
15,15,1,88,10,1018,100,15,13,14,23,14,4
15,13,0,85,10,1019,74,15,12,14,18,14,3
20,16,0,52,10,1020,0,20,9,20,18,20,5
21,15,0,49,10,1019,0,21,10,21,17,21,6
20,14,0,55,10,1019,0,20,11,20,16,20,1
15,9,0,64,10,1020,21,15,8,15,15,15,1
13,6,0,65,10,1019,32,13,7,13,14,13,1
13,7,0,61,10,1018,78,13,5,12,14,12,1
12,8,0,56,10,1017,8,12,4,12,14,12,4
15,6,0,49,10,1017,50,15,4,15,8,15,5
20,8,0,37,10,1017,49,20,5,20,9,20,5
22,11,0,36,10,1016,48,24,6,22,13,22,6
20,9,0,51,10,1016,48,20,9,20,12,20,1
17,3,0,63,10,1018,32,17,10,17,6,17,1
14,5,0,67,10,1018,4,14,8,14,11,14,1
13,5,0,70,10,1018,13,13,7,13,10,13,1
12,4,0,68,10,1019,9,12,6,12,9,12,4
16,3,0,55,10,1020,8,16,7,16,3,16,5
21,9,0,39,10,1020,4,21,6,21,11,21,6
23,12,0,42,10,1020,0,25,10,23,13,25,6
19,8,0,55,10,1020,0,19,9,19,9,19,1
14,3,0,72,10,1022,0,14,9,15,6,15,1
15,9,0,65,10,1020,35,15,8,14,20,14,1
14,6,0,70,10,1019,36,14,9,14,14,14,1
13,4,0,79,10,1019,13,13,9,13,9,13,4
18,4,0,68,10,1020,1,18,12,18,4,18,5
23,10,0,54,10,1020,0,25,13,23,12,25,6
23,12,0,50,10,1020,0,25,12,23,14,25,6
19,7,0,56,10,1020,0,19,10,19,8,19,1
14,4,0,72,10,1022,0,14,9,14,9,14,1
13,9,0,71,10,1022,0,13,8,13,19,13,1
13,6,0,72,10,1021,7,13,8,13,12,13,1
12,2,0,77,10,1021,0,12,8,12,5,12,4
17,4,0,60,10,1021,0,17,10,17,4,17,5
22,11,0,48,10,1021,0,24,11,22,13,22,6
23,10,0,46,10,1020,0,25,10,23,12,25,6
19,6,0,57,10,1020,0,19,10,19,6,19,1
14,6,0,73,10,1021,0,14,9,14,12,14,1
13,9,0,73,10,1020,0,13,8,12,18,12,1
13,10,0,71,10,1019,0,13,7,12,21,12,1
13,8,0,69,10,1018,0,13,7,12,17,12,4
18,4,0,56,10,1019,0,18,9,18,5,18,5
22,8,0,47,10,1018,32,24,10,22,9,22,6
23,11,0,52,10,1017,4,25,13,23,13,25,6
19,6,0,62,10,1017,32,19,12,19,7,19,1
15,4,0,77,10,1017,6,15,11,15,9,15,1
14,5,0,79,10,1017,5,14,10,14,11,14,1
14,6,0,77,10,1016,6,14,10,14,13,14,1
14,6,0,77,10,1015,15,14,10,14,13,14,4
19,3,0,71,10,1015,39,19,13,19,3,19,5
23,7,0,58,10,1015,17,25,14,23,8,25,6
21,8,1,74,10,1015,71,21,16,21,10,21,5
18,0,1,83,9,1014,75,18,15,18,0,18,1
16,4,1,87,10,1016,54,16,14,16,7,16,1
14,7,0,90,10,1018,36,14,12,14,13,14,1
14,8,0,90,10,1017,57,14,12,13,16,13,1
15,6,1,85,10,1016,84,15,13,15,10,15,4
16,11,0,86,10,1017,85,16,14,16,15,16,4
18,13,1,84,10,1017,86,18,15,18,21,18,4
17,12,1,83,10,1016,87,17,15,17,14,17,4
16,13,1,83,10,1016,69,16,14,16,19,16,1
14,8,1,85,10,1016,61,14,11,14,14,14,1
14,10,1,81,10,1016,82,14,11,13,19,13,1
14,8,0,76,10,1015,65,14,10,14,15,14,1
12,9,1,87,10,1015,79,12,10,11,17,11,3
14,7,0,85,10,1015,63,14,11,14,9,14,3
17,11,1,70,10,1015,54,17,11,17,14,17,4
17,14,0,73,10,1015,41,17,12,17,16,17,5
16,9,1,83,10,1015,55,16,13,16,12,16,1
14,6,0,86,10,1016,73,14,11,13,11,13,1
14,4,1,87,10,1016,82,14,12,14,6,14,1
13,8,0,90,10,1015,39,13,11,12,13,12,1
12,7,1,91,10,1015,100,12,11,12,12,12,3
14,8,0,90,10,1016,100,14,12,13,10,13,3
16,14,1,77,10,1016,95,16,12,16,21,16,4
17,20,0,77,10,1015,62,17,13,17,23,17,5
16,20,1,83,10,1014,51,16,13,16,31,16,1
15,21,1,84,10,1014,82,15,12,13,33,13,1
15,18,1,86,10,1017,100,15,12,13,28,13,1
14,11,1,87,2,1015,100,14,12,14,18,14,1
15,16,1,89,2,1016,100,15,13,13,25,13,3
15,18,1,83,10,1017,95,15,12,15,26,15,4
16,23,1,84,10,1017,79,16,13,16,33,16,4
17,25,1,80,10,1016,94,17,13,17,32,17,4
17,22,1,80,10,1016,100,17,13,17,30,17,1
16,16,1,92,10,1015,100,16,14,16,23,16,1
16,17,1,94,10,1015,100,16,15,16,26,16,1
16,18,1,93,10,1014,100,16,15,16,26,16,1
16,23,1,92,10,1013,85,16,15,16,40,16,4
16,24,1,86,10,1013,91,16,14,16,33,16,4
17,25,1,87,10,1013,100,17,14,17,34,17,4
17,23,1,90,10,1011,100,17,15,17,30,17,4
17,24,1,85,10,1011,83,17,14,17,37,17,1
15,19,1,88,10,1011,97,15,13,14,30,14,1
14,19,1,91,10,1010,100,14,13,13,31,13,1
14,17,1,93,10,1008,100,14,12,12,27,12,1
13,15,1,92,10,1006,100,13,12,11,25,11,3
14,15,1,94,7,1007,100,14,13,13,20,13,3
14,10,1,92,10,1008,100,14,13,14,17,14,3
15,13,1,86,10,1009,86,15,13,15,19,15,4
15,12,1,85,10,1010,78,15,12,14,22,14,1
12,7,0,88,10,1012,67,12,10,12,12,12,1
13,14,1,86,10,1010,75,13,11,12,28,12,1
13,16,1,87,10,1010,90,13,11,12,26,12,1
14,23,1,88,10,1011,100,14,12,12,43,12,3
14,22,1,85,10,1013,100,14,12,13,34,13,3
16,22,1,79,10,1015,81,16,13,16,40,16,4
18,19,0,65,10,1015,81,18,11,18,22,18,4
15,16,1,88,10,1017,100,15,13,15,22,15,1
15,12,1,89,10,1018,93,15,13,14,19,14,1
13,10,1,91,9,1020,75,13,12,12,18,12,1
12,11,0,90,10,1019,92,12,10,11,22,11,1
12,12,0,86,10,1020,30,12,10,11,24,11,4
15,12,0,79,10,1021,85,15,11,14,21,14,4
19,8,0,65,10,1023,100,19,12,19,10,19,4
22,10,0,56,10,1023,13,25,13,22,11,25,6
19,5,0,82,10,1024,12,19,16,19,6,19,1
15,8,0,89,10,1026,10,15,13,15,16,15,1
13,10,1,91,9,1020,75,13,12,12,18,12,1
12,11,0,90,10,1019,92,12,10,11,22,11,1
12,12,0,86,10,1020,30,12,10,11,24,11,4
15,12,0,79,10,1021,85,15,11,14,21,14,4
19,8,0,65,10,1023,100,19,12,19,10,19,4
22,10,0,56,10,1023,13,25,13,22,11,25,6
19,5,0,82,10,1024,12,19,16,19,6,19,1
15,8,0,89,10,1026,10,15,13,15,16,15,1
14,6,0,87,10,1026,3,14,12,15,13,15,1
14,7,0,84,10,1026,36,14,12,14,15,14,1
14,8,0,83,10,1025,6,14,11,14,16,14,4
18,5,0,73,10,1026,51,18,13,18,6,18,5
22,7,0,57,10,1026,100,25,13,22,8,25,5
20,8,0,71,10,1026,61,20,14,20,9,20,5
18,3,0,84,10,1027,33,18,15,18,4,18,1
15,4,0,91,10,1027,64,15,13,16,8,16,1
15,3,0,93,10,1024,15,15,14,15,6,15,1
15,4,0,93,10,1023,12,15,13,15,8,15,1
14,5,0,92,10,1022,8,14,13,15,10,15,4
17,3,0,85,10,1022,33,17,15,17,4,17,5
22,6,0,68,10,1022,21,25,15,22,6,22,6
22,8,0,67,10,1020,13,25,16,22,9,25,6
19,6,0,86,10,1020,32,19,17,19,9,19,1
17,3,0,92,10,1020,100,17,16,17,6,17,1
15,3,0,93,10,1020,11,15,14,15,6,15,1
15,4,0,93,10,1020,8,15,14,16,9,16,1
15,6,0,91,10,1019,0,15,13,15,12,15,4
18,3,0,83,10,1020,1,18,15,18,4,18,5
23,6,0,63,10,1020,0,25,15,23,6,25,6
24,6,0,61,10,1019,0,25,16,24,6,25,6
21,4,0,83,10,1019,0,21,18,21,5,21,1
17,5,0,87,10,1019,0,17,14,17,11,17,1
16,7,0,72,10,1021,0,16,11,16,14,16,1
16,9,0,59,10,1019,0,16,8,16,19,16,1
16,11,0,60,10,1019,0,16,8,16,23,16,5
19,8,0,67,10,1020,0,19,13,19,13,19,5
24,11,0,58,10,1021,4,26,15,24,13,26,6
23,10,0,67,10,1023,4,25,16,23,12,25,6
19,5,0,85,10,1025,6,19,16,19,7,19,1
16,4,0,93,10,1028,7,16,14,16,8,16,1
15,3,0,94,10,1029,34,15,14,15,5,15,1
15,3,0,94,2,1029,78,15,14,15,5,15,1
16,3,0,91,10,1029,84,16,14,16,4,16,4
17,4,0,87,10,1029,80,17,15,17,6,17,4
20,8,0,70,10,1029,67,20,14,20,9,20,4
20,11,0,72,10,1027,46,20,15,20,13,20,6
18,8,0,88,10,1026,29,18,16,18,9,18,1
16,3,0,93,10,1026,34,16,15,16,4,16,1
16,5,0,94,10,1026,35,16,15,16,8,16,1
15,6,0,92,10,1024,17,15,14,15,12,15,1
15,6,0,88,10,1023,13,15,13,15,11,15,4
18,4,0,79,10,1023,17,18,14,18,6,18,5
22,3,0,62,10,1022,17,25,15,22,4,25,6
21,8,0,70,10,1021,20,24,16,21,9,21,6
18,4,0,86,9,1021,33,18,16,18,5,18,1
15,5,0,95,2,1023,37,15,14,15,9,15,1
16,4,1,95,2,1024,98,16,15,16,6,16,1
16,5,0,93,10,1023,100,16,15,16,8,16,1
16,5,0,90,10,1023,97,16,14,16,8,16,4
17,2,0,86,10,1024,64,17,14,17,2,17,4
19,6,0,67,10,1023,35,19,13,19,6,19,5
20,9,0,64,10,1022,24,20,13,20,10,20,5
17,4,0,75,10,1020,14,17,13,17,6,17,1
15,6,0,88,10,1020,3,15,13,15,11,15,1
13,7,0,83,10,1020,3,13,10,13,14,13,1
14,8,0,84,10,1018,4,14,11,13,17,13,1
14,10,0,87,10,1017,2,14,12,14,21,14,4
17,13,0,76,10,1016,1,17,13,17,19,17,5
25,10,0,53,10,1016,3,26,15,25,12,26,7
28,8,0,46,10,1014,2,28,15,28,9,28,7
24,9,0,61,10,1014,5,25,16,24,16,25,1
19,10,0,69,10,1015,10,19,13,19,22,19,1
16,4,0,88,10,1016,13,16,14,16,8,16,1
15,6,1,91,9,1017,72,15,14,15,12,15,1
15,6,1,92,9,1017,76,15,14,15,10,15,4
17,3,1,90,10,1018,82,17,15,17,4,17,4
19,3,1,87,10,1019,81,19,16,19,4,19,4
18,4,1,87,10,1019,78,18,16,18,5,18,4
17,3,1,94,2,1020,73,17,16,17,4,17,1
16,3,1,96,2,1021,100,16,16,16,5,16,1
17,5,1,92,2,1020,100,17,15,17,9,17,1
16,4,1,95,5,1020,64,16,16,16,6,16,1
16,4,1,95,2,1020,78,16,15,16,6,16,4
16,3,0,94,10,1021,100,16,15,16,5,16,4
18,1,1,91,10,1022,76,18,16,18,1,18,4
18,4,0,90,10,1021,60,18,16,18,5,18,5
18,5,0,90,10,1021,28,18,16,18,7,18,1
16,1,0,92,10,1022,40,16,15,16,2,16,1
15,2,0,95,2,1023,100,15,14,15,3,15,1
15,1,0,95,2,1023,96,15,15,15,2,15,1
16,1,0,95,10,1023,100,16,15,16,1,16,4
16,1,0,93,10,1024,90,16,15,16,2,16,4
18,4,0,86,10,1024,69,18,16,18,5,18,4
19,9,0,80,10,1024,66,19,16,19,10,19,4
17,3,0,88,10,1024,34,17,15,17,4,17,1
15,1,0,92,10,1025,30,15,14,15,3,15,1
14,6,0,93,10,1025,35,14,13,14,12,14,1
14,6,0,93,10,1024,17,14,12,14,11,14,1
13,8,0,92,10,1023,8,13,12,13,17,13,4
16,6,0,83,10,1023,4,16,13,16,9,16,5
22,2,0,58,10,1023,9,25,13,22,3,22,6
20,6,0,65,10,1022,57,20,13,20,7,20,6
17,6,0,85,10,1023,49,17,14,17,10,17,1
15,6,0,86,10,1024,63,15,13,15,12,15,1
17,9,0,71,10,1023,100,17,12,17,15,17,1
17,9,0,76,10,1023,100,17,13,17,15,17,1
17,7,0,83,10,1023,100,17,14,17,12,17,4
18,6,0,84,10,1023,100,18,16,18,9,18,4
20,4,0,76,10,1023,55,20,16,20,5,20,6
22,10,0,69,10,1021,26,25,16,22,11,25,6
18,1,0,91,10,1021,15,18,17,18,1,18,1
16,8,0,93,10,1021,10,16,15,16,15,16,1
16,5,0,93,10,1019,7,16,14,16,9,16,1
15,4,0,92,10,1017,6,15,14,16,7,16,1
14,5,0,92,10,1017,6,14,13,15,11,15,4
17,5,0,82,10,1016,5,17,14,17,8,17,5
24,4,0,58,10,1015,0,26,15,24,5,26,6
24,9,0,64,10,1014,4,25,17,24,10,25,6
18,6,0,86,10,1015,13,18,16,18,9,18,1
16,3,0,94,10,1017,51,16,15,16,6,16,1
18,11,0,67,10,1011,35,18,12,18,23,18,1
18,13,0,69,10,1011,20,18,13,18,26,18,1
17,10,0,78,10,1011,5,17,13,17,22,17,5
19,12,0,75,10,1013,5,19,15,19,21,19,5
27,14,0,50,10,1012,1,28,16,27,17,28,7
30,12,0,39,10,1011,3,30,14,30,13,30,8
25,12,0,50,10,1010,6,26,14,25,24,26,1
24,20,0,45,10,1012,46,25,11,24,42,25,1
20,12,0,55,10,1015,47,20,11,20,25,20,1
20,12,0,59,10,1015,19,20,12,20,24,20,1
20,13,0,67,10,1017,48,20,14,20,26,20,6
20,14,0,74,10,1017,29,20,15,20,24,20,6
25,14,0,56,10,1018,11,26,15,25,16,26,6
27,20,0,49,10,1017,19,27,15,27,24,27,7
20,15,1,86,9,1019,70,20,18,20,31,20,1
18,14,1,91,9,1022,80,18,17,18,30,18,1
17,13,1,90,10,1023,74,17,15,17,28,17,1
17,13,0,88,10,1022,30,17,15,17,28,17,1
17,13,0,85,10,1021,9,17,14,17,27,17,5
20,14,0,74,10,1021,4,20,15,20,25,20,5
26,14,0,53,10,1020,3,27,16,26,16,27,7
27,15,0,49,10,1019,19,28,16,27,20,28,7
23,12,0,62,10,1017,18,25,16,23,24,25,1
20,13,0,63,10,1018,4,20,13,20,28,20,1
20,13,0,68,10,1017,3,20,14,20,28,20,1
19,14,0,74,10,1016,89,19,14,19,30,19,1
19,15,0,73,10,1015,6,19,14,19,31,19,5
22,18,0,68,10,1014,5,25,15,22,32,22,6
28,16,0,51,10,1013,4,29,17,28,18,29,7
30,18,0,40,10,1010,8,30,15,30,22,30,7
25,10,0,42,9,1010,50,25,11,25,21,25,1
16,10,0,86,10,1015,61,16,14,16,16,16,1
15,7,1,93,10,1014,60,15,14,15,11,15,1
15,10,0,91,10,1012,14,15,13,14,21,14,1
15,10,0,86,10,1011,6,15,13,15,22,15,5
18,15,0,78,10,1010,5,18,14,18,27,18,5
25,22,0,45,10,1008,11,26,12,25,26,26,7
26,22,0,44,10,1006,22,26,12,26,26,26,7
22,26,0,51,10,1007,15,25,12,22,36,25,1
20,24,0,57,10,1009,46,20,11,20,39,20,1
19,18,1,67,10,1010,72,19,13,19,32,19,1
18,13,0,65,10,1010,17,18,11,18,26,18,1
17,13,0,67,10,1010,15,17,11,17,25,17,5
19,17,0,64,10,1012,3,19,12,19,26,19,5
24,26,0,45,10,1013,3,25,12,24,30,25,6
