%Autor: Josu Barrutia, Facultad de Informática, UPV-EHU
%El siguiente dataset fue extraído de la API de https://www.worldweatheronline.com/weather-api/api/ en base a un proyecto de Minería de Datos
%
%Recoge los datos meteorológicos del año 2022 en Donosti, cada instancia está separada de la siguiente por tres horas
%
%Total de instancias: 2760
%Total de atributos: 13
%
%Variables predictoras:
% 1.tepmC temperatura en grados centígrados
% 2.windspeedKmph velocidad del viento en km/h
% 3.precip variable clase que indica si llueve (1) o no (0)
% 4.humidity humedad en %
% 5.visibility visibilidad en km
% 6.pressure presión en mb
% 7.cloudcover nubosidad en %
% 8.HeatIndexC índice de calor en grados centígrados
% 9.DewPointC punto de rocío en grados centígrados
% 10.WindChillC pérdida de calor que produce en el cuerpo una masa de aire frío en movimiento
% 11.WindGustKmph ráfagas de viento en km/h
% 12.FeelsLikeC sensación térmica en grados centígrados
% 13.uvIndex índice de radiación ultravioleta
%
%
%Si elegimos la variable precip como clase, podemos realizar una clasificación binaria para predecir si un día lloverá o no
%Un 75% de las instancias pertenecen a la clase 0 (no llueve) y un 25% a la clase 1 (llueve)
%
%
%
%
tempC,windspeedKmph,precip,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,uvIndex
14,1,0,74,10,1014,34,14,9,14,1,14,4
17,7,0,62,10,1014,30,17,10,17,8,17,5
17,11,0,67,10,1014,42,17,11,17,13,17,5
16,9,0,74,10,1013,21,16,12,16,10,16,1
11,4,0,90,10,1015,56,11,9,11,8,11,1
9,4,0,90,10,1014,18,9,8,9,9,9,1
10,6,0,85,10,1013,76,10,8,10,14,10,1
10,3,0,86,10,1013,65,10,8,10,5,10,2
16,2,0,69,10,1014,45,16,10,16,3,16,5
20,7,0,57,10,1013,12,20,11,20,8,20,5
20,10,1,64,9,1013,81,20,13,20,12,20,4
17,3,1,82,10,1012,85,17,14,17,4,17,1
13,9,1,92,10,1014,63,13,12,12,18,12,1
12,11,1,97,10,1013,100,12,11,11,21,11,1
11,6,1,97,10,1014,100,11,11,11,11,11,1
11,5,1,98,10,1014,100,11,11,11,8,11,3
13,4,1,98,9,1015,98,13,12,13,5,13,3
13,3,1,96,2,1016,100,13,12,14,4,14,3
15,8,1,89,10,1016,65,15,13,14,9,14,3
14,4,1,86,10,1017,80,14,12,15,5,15,1
12,3,1,94,2,1019,81,12,11,12,5,12,1
11,2,1,98,9,1018,100,11,11,11,3,11,1
11,5,1,98,9,1018,100,11,11,11,8,11,1
11,5,1,98,2,1018,100,11,11,11,7,11,3
13,8,1,98,9,1020,100,13,12,12,10,12,3
13,7,1,97,9,1021,100,13,12,12,9,12,3
13,7,1,95,2,1022,99,13,12,13,9,13,3
14,5,1,90,10,1023,97,14,12,14,6,14,1
12,0,0,95,10,1024,60,12,11,12,1,12,1
12,2,0,94,10,1026,66,12,11,12,3,12,1
11,4,0,94,2,1026,46,11,10,11,7,11,1
10,3,0,94,2,1026,43,10,10,10,5,10,3
15,3,0,85,10,1026,17,15,12,15,3,15,4
18,11,0,70,10,1026,36,18,13,18,13,18,5
19,8,0,70,10,1025,7,19,13,19,9,19,5
16,6,0,74,10,1024,6,16,12,16,6,16,1
11,3,0,91,10,1026,7,11,10,11,6,11,1
10,5,0,91,10,1026,8,10,9,10,11,10,1
10,6,0,88,10,1025,70,10,8,10,14,10,1
10,5,0,87,10,1024,97,10,8,10,10,10,3
15,6,0,77,10,1024,100,15,11,15,8,15,3
17,10,0,74,10,1024,72,17,12,17,12,17,4
17,10,0,74,10,1023,25,17,13,17,12,17,5
15,7,0,79,10,1023,14,15,12,15,9,15,1
11,3,0,94,10,1024,14,11,10,11,5,11,1
10,4,0,92,10,1023,24,10,9,10,9,10,1
10,5,0,91,10,1022,75,10,8,9,10,9,1
9,6,0,93,10,1022,7,9,8,8,12,8,3
15,4,0,74,10,1022,7,15,10,15,5,15,4
17,11,0,68,10,1021,7,17,11,17,13,17,5
18,10,0,66,10,1020,5,18,12,18,12,18,5
15,7,0,72,10,1019,7,15,10,15,8,15,1
10,3,0,92,10,1020,9,10,9,10,5,10,1
10,4,0,92,10,1023,24,10,9,10,9,10,1
10,5,0,91,10,1022,75,10,8,9,10,9,1
9,6,0,93,10,1022,7,9,8,8,12,8,3
15,4,0,74,10,1022,7,15,10,15,5,15,4
17,11,0,68,10,1021,7,17,11,17,13,17,5
18,10,0,66,10,1020,5,18,12,18,12,18,5
15,7,0,72,10,1019,7,15,10,15,8,15,1
10,3,0,92,10,1020,9,10,9,10,5,10,1
9,5,0,87,10,1019,10,9,6,8,11,8,1
8,6,0,89,10,1017,21,8,6,7,12,7,1
8,6,0,91,10,1016,42,8,7,8,13,8,3
13,5,0,77,10,1016,100,13,9,13,6,13,3
14,11,0,75,10,1016,75,14,10,13,13,13,3
13,6,0,78,10,1015,57,13,10,13,8,13,4
13,7,0,80,10,1015,85,13,10,13,9,13,1
12,5,0,87,10,1015,100,12,10,12,7,12,1
11,8,1,91,10,1016,89,11,10,11,12,11,1
11,9,0,93,10,1015,100,11,10,10,15,10,1
11,10,1,93,10,1016,100,11,10,10,15,10,3
13,10,0,90,10,1017,94,13,11,12,12,12,3
14,15,1,84,10,1017,88,14,12,13,18,13,3
16,13,0,78,10,1017,46,16,12,16,15,16,5
15,12,0,81,10,1017,52,15,12,14,14,14,1
11,6,0,95,2,1019,63,11,10,11,10,11,1
11,9,0,95,2,1020,66,11,10,10,15,10,1
11,8,0,93,10,1019,67,11,10,10,15,10,1
11,8,0,90,10,1019,84,11,10,11,12,11,3
14,9,0,83,10,1021,73,14,11,13,10,13,3
15,14,0,82,10,1021,56,15,12,14,16,14,5
17,12,0,71,10,1020,20,17,12,17,14,17,5
16,10,0,76,10,1021,20,16,12,16,12,16,1
12,5,0,93,10,1023,17,12,11,12,8,12,1
11,4,0,94,10,1025,39,11,10,11,8,11,1
11,5,0,92,10,1024,54,11,10,11,8,11,1
11,6,0,92,10,1024,37,11,10,10,10,10,4
14,8,0,76,10,1025,19,14,10,14,9,14,4
17,11,0,68,10,1025,13,17,11,17,13,17,5
18,12,0,70,10,1025,5,18,12,18,13,18,5
16,10,0,80,10,1025,23,16,13,16,11,16,1
12,6,0,95,2,1027,51,12,11,11,12,11,1
12,6,0,91,10,1028,53,12,11,12,10,12,1
11,6,0,92,10,1027,42,11,9,10,12,10,1
10,9,0,92,10,1027,60,10,9,9,16,9,4
14,8,0,87,10,1027,55,14,12,13,9,13,4
16,14,1,77,10,1027,87,16,12,16,16,16,4
17,12,0,74,10,1027,19,17,12,17,14,17,5
16,12,0,79,10,1027,35,16,12,16,13,16,1
10,6,0,95,2,1028,44,10,10,10,12,10,1
11,7,0,95,2,1027,42,11,10,10,13,10,1
10,7,0,94,10,1026,80,10,9,10,13,10,1
11,7,0,91,10,1025,80,11,9,10,12,10,3
14,6,0,84,10,1026,97,14,11,14,7,14,3
18,8,0,71,10,1025,18,18,12,18,9,18,5
18,11,0,72,10,1024,11,18,13,18,13,18,5
17,9,0,79,10,1024,16,17,14,17,10,17,1
11,3,0,96,2,1026,46,11,11,12,7,12,1
10,4,0,94,2,1025,31,10,10,11,8,11,1
10,5,0,94,10,1024,26,10,9,9,10,9,1
9,5,0,93,10,1024,12,9,8,9,11,9,3
15,4,0,79,10,1024,4,15,11,15,5,15,5
19,10,0,65,10,1024,4,19,12,19,12,19,5
18,10,0,65,10,1023,33,18,12,18,12,18,5
20,9,0,74,10,1023,0,20,15,20,10,20,1
11,1,0,93,10,1024,23,11,10,11,2,11,1
10,5,0,94,10,1025,12,10,9,10,10,10,1
10,7,0,92,10,1024,12,10,9,9,15,9,1
10,7,0,89,10,1024,11,10,8,9,15,9,3
17,0,0,67,10,1023,7,17,10,17,0,17,5
21,9,0,59,10,1023,4,25,13,21,11,21,6
22,10,0,63,10,1022,10,25,14,22,12,22,6
20,7,0,71,10,1021,11,20,14,20,9,20,1
14,3,0,91,10,1022,9,14,12,15,7,15,1
14,6,0,84,10,1022,8,14,11,14,13,14,1
14,7,0,79,10,1021,8,14,10,14,15,14,1
13,9,0,78,10,1021,9,13,10,13,18,13,4
21,4,0,59,10,1021,7,21,12,21,5,21,6
24,5,0,48,10,1021,5,25,12,24,6,25,6
23,6,0,55,10,1020,7,25,13,23,8,25,6
21,5,0,67,10,1019,3,21,15,21,6,21,1
15,5,0,84,10,1020,0,15,12,15,10,15,1
13,4,0,82,10,1019,3,13,10,14,9,14,1
13,5,0,71,10,1018,4,13,8,14,11,14,1
13,5,0,68,10,1017,21,13,7,13,10,13,4
20,5,0,61,10,1018,22,20,12,20,6,20,5
22,8,0,59,10,1017,7,25,14,22,9,25,6
21,7,0,65,10,1017,13,21,14,21,8,21,6
19,9,1,76,10,1018,88,19,15,19,11,19,1
14,8,1,96,9,1020,77,14,14,14,14,14,1
12,4,1,92,10,1021,79,12,11,13,8,13,1
12,5,0,92,10,1020,12,12,10,12,10,12,1
12,4,0,92,10,1019,19,12,11,12,8,12,4
17,4,1,87,9,1019,71,17,15,17,5,17,4
22,5,1,60,9,1018,80,25,14,22,7,25,5
23,9,0,66,10,1017,12,25,16,23,11,25,6
17,12,1,93,10,1019,70,17,16,17,17,17,1
14,3,1,97,10,1021,98,14,13,14,4,14,1
14,3,1,98,10,1023,100,14,13,14,5,14,1
14,8,0,97,2,1020,64,14,13,13,15,13,1
13,1,0,97,2,1020,51,13,12,13,3,13,3
17,1,0,86,10,1021,24,17,15,17,2,17,5
23,8,0,62,10,1020,7,25,15,23,9,25,6
24,8,0,64,10,1019,5,26,17,24,9,26,6
22,8,0,80,10,1019,8,25,18,22,9,22,1
14,7,1,97,10,1020,82,14,14,14,14,14,1
15,5,1,96,2,1020,68,15,14,15,9,15,1
14,1,0,96,2,1018,45,14,14,14,3,14,1
14,6,0,95,2,1017,17,14,13,14,14,14,3
21,5,0,77,10,1017,13,21,17,21,7,21,6
29,4,0,50,10,1016,11,30,18,29,5,30,7
30,4,0,46,10,1014,6,31,18,30,5,31,8
21,17,1,79,9,1015,78,24,17,21,27,21,1
15,13,0,93,10,1015,58,15,14,15,28,15,1
15,8,0,86,10,1014,20,15,13,15,17,15,1
14,10,0,86,10,1013,17,14,12,13,21,13,1
14,14,0,84,10,1012,9,14,12,13,30,13,4
22,14,0,64,10,1012,5,25,15,22,19,25,6
29,15,0,49,10,1012,2,30,17,29,17,30,7
29,6,0,38,9,1011,30,29,13,29,9,29,6
20,9,1,77,10,1013,72,20,15,20,12,20,1
14,5,0,95,2,1017,24,14,13,14,10,14,1
14,3,0,94,10,1018,10,14,13,14,6,14,1
14,5,0,84,10,1017,8,14,11,14,11,14,1
15,10,0,69,10,1018,8,15,9,14,21,14,4
22,4,0,59,10,1019,23,25,13,22,6,22,6
28,5,0,49,10,1019,15,29,16,28,6,29,7
25,6,0,52,10,1018,9,26,14,25,7,26,6
23,8,0,61,10,1018,12,25,15,23,9,25,1
17,9,0,71,10,1019,14,17,12,17,18,17,1
16,10,0,72,10,1019,5,16,11,16,22,16,1
16,9,0,71,10,1018,6,16,11,16,20,16,1
16,11,0,70,10,1018,7,16,10,16,23,16,5
23,5,0,58,10,1019,8,25,14,23,7,25,6
25,10,0,57,10,1020,5,26,16,25,12,26,6
24,9,0,58,10,1020,8,26,16,24,10,26,6
22,4,0,62,10,1020,8,25,15,22,5,25,1
16,3,0,77,10,1021,10,16,12,16,7,16,1
15,3,0,80,10,1021,11,15,12,15,7,15,1
14,3,0,86,10,1020,7,14,12,14,6,14,1
14,5,0,85,10,1019,13,14,11,14,10,14,4
22,5,0,62,10,1018,7,25,14,22,6,22,6
30,3,0,48,10,1016,7,31,18,30,4,31,8
30,1,0,42,10,1014,27,31,16,30,1,31,8
21,25,1,78,9,1016,78,24,17,21,30,21,1
14,12,1,95,10,1021,94,14,14,14,23,14,1
14,4,1,96,10,1021,90,14,13,14,8,14,1
14,5,0,96,2,1021,86,14,13,14,9,14,1
13,1,0,95,2,1021,63,13,13,13,2,13,3
18,4,0,87,10,1022,73,18,15,18,4,18,4
22,9,0,70,10,1021,5,25,17,22,10,25,6
23,11,0,69,10,1019,7,25,17,23,13,25,6
19,6,0,80,10,1019,16,19,16,19,8,19,1
15,2,0,94,10,1019,26,15,14,15,4,15,1
17,6,0,84,10,1017,4,17,14,17,12,17,1
17,7,0,70,10,1017,6,17,11,17,15,17,1
17,8,0,68,10,1018,80,17,11,17,17,17,4
19,11,0,78,10,1022,40,19,16,19,13,19,5
21,12,0,75,10,1023,12,21,16,21,13,21,6
21,10,0,70,10,1022,16,24,16,21,12,21,6
18,7,0,80,10,1023,33,18,14,18,9,18,1
14,3,0,94,10,1024,24,14,13,14,7,14,1
13,3,0,91,10,1025,42,13,11,13,5,13,1
13,5,0,92,10,1023,21,13,11,13,11,13,1
12,4,0,92,10,1022,51,12,11,13,9,13,4
20,5,0,66,10,1021,44,20,14,20,5,20,6
27,6,0,52,10,1019,33,28,16,27,7,28,7
27,9,0,53,10,1017,47,28,17,27,12,28,7
24,1,0,67,9,1016,35,26,18,24,3,26,1
21,5,0,71,10,1016,28,21,15,21,11,21,1
16,8,1,87,10,1014,72,16,14,16,16,16,1
17,3,0,77,10,1012,53,17,13,17,5,17,1
17,7,0,68,10,1010,8,17,11,17,14,17,5
24,6,0,56,10,1009,7,25,15,24,11,25,6
30,6,0,39,10,1008,19,31,15,30,8,31,8
20,19,0,82,10,1011,20,20,17,20,22,20,6
17,16,1,87,10,1012,100,17,15,17,23,17,1
15,14,1,91,10,1014,100,15,14,15,26,15,1
15,17,1,90,10,1014,79,15,13,13,33,13,1
14,14,0,87,10,1014,96,14,12,13,26,13,1
14,6,0,88,10,1013,100,14,12,14,12,14,3
17,4,0,84,10,1013,100,17,14,17,5,17,4
17,15,0,79,10,1013,100,17,13,17,17,17,4
17,11,0,70,10,1013,81,17,12,17,13,17,4
16,12,1,85,10,1014,100,16,13,16,13,16,1
14,13,1,91,10,1014,100,14,12,13,19,13,1
13,10,1,91,10,1015,99,13,12,12,15,12,1
13,10,1,88,10,1015,74,13,11,12,16,12,1
13,11,1,87,10,1014,84,13,11,12,17,12,3
14,13,1,87,10,1015,56,14,11,12,17,12,3
14,16,1,85,10,1015,100,14,12,13,24,13,3
15,18,1,85,9,1015,75,15,12,14,23,14,3
13,17,1,87,10,1016,52,13,11,12,28,12,1
12,15,1,86,10,1017,71,12,10,11,23,11,1
13,16,1,87,10,1017,71,13,11,11,31,11,1
12,15,0,87,10,1018,61,12,10,11,26,11,1
12,14,1,89,10,1019,81,12,11,11,26,11,3
14,17,1,86,10,1021,89,14,12,13,22,13,3
15,19,1,86,10,1022,62,15,13,15,33,15,4
16,21,0,81,10,1023,63,16,13,16,24,16,4
16,17,1,76,9,1024,84,16,12,16,26,16,1
13,12,1,85,10,1026,70,13,11,13,19,13,1
13,10,1,85,10,1028,61,13,11,13,16,13,1
14,8,0,89,10,1027,80,14,12,13,12,13,1
14,9,1,95,10,1027,100,14,13,14,12,14,3
15,9,0,92,10,1027,95,15,14,15,11,15,3
17,10,1,85,10,1028,69,17,14,17,13,17,4
18,14,0,73,10,1027,53,18,13,18,16,18,5
17,12,1,83,10,1027,78,17,14,17,14,17,1
15,9,0,91,10,1027,62,15,14,15,13,15,1
14,5,0,90,10,1028,79,14,12,14,8,14,1
14,5,0,91,10,1027,72,14,13,14,7,14,1
14,6,0,92,10,1027,98,14,13,14,9,14,3
15,6,0,93,10,1027,95,15,14,15,8,15,4
18,10,1,83,10,1027,86,18,15,18,12,18,4
19,12,0,75,10,1026,60,19,14,19,13,19,5
18,9,0,82,10,1025,57,18,15,18,11,18,1
15,5,0,90,10,1025,61,15,13,15,8,15,1
12,6,0,95,2,1024,49,12,11,12,12,12,1
11,5,0,95,2,1022,47,11,11,11,10,11,1
12,6,0,92,10,1021,40,12,11,12,12,12,4
18,3,0,77,10,1020,18,18,14,18,4,18,5
21,8,0,67,10,1019,11,21,15,21,9,21,6
23,12,0,68,10,1017,3,25,17,23,13,25,6
19,7,0,71,10,1016,0,19,14,19,8,19,1
14,10,0,86,10,1016,0,14,11,13,21,13,1
12,7,0,69,10,1015,0,12,7,12,15,12,1
11,6,0,77,10,1014,0,11,7,11,12,11,1
10,5,0,82,10,1013,0,10,7,10,10,10,4
18,5,0,63,10,1013,0,18,10,18,5,18,5
22,10,0,50,10,1011,0,24,11,22,12,24,6
23,12,0,50,10,1010,0,25,12,23,14,25,6
21,8,0,59,10,1009,0,25,13,21,9,21,1
12,6,0,83,10,1009,0,12,9,12,12,12,1
12,4,0,77,10,1010,4,12,8,12,9,12,1
11,6,0,78,10,1009,26,11,7,10,14,10,1
11,3,0,79,10,1009,21,11,7,11,7,11,4
17,4,0,63,10,1010,23,17,10,17,5,17,5
21,10,0,52,10,1010,12,21,10,21,12,21,6
21,13,0,52,10,1010,9,21,11,21,15,21,6
18,6,0,60,10,1011,15,18,10,18,8,18,1
13,4,0,76,10,1012,32,13,9,14,8,14,1
12,3,0,78,10,1015,17,12,8,12,5,12,1
12,5,0,76,10,1015,34,12,8,12,11,12,1
12,3,0,73,10,1015,24,12,7,12,7,12,4
18,4,0,59,10,1015,22,18,9,18,5,18,5
23,11,0,51,10,1014,10,25,12,23,13,25,6
23,13,0,55,10,1013,11,25,14,23,14,25,6
21,9,0,65,10,1012,32,24,15,21,10,21,1
16,5,0,83,10,1014,14,16,13,16,10,16,1
13,5,0,87,10,1016,19,13,11,13,11,13,1
12,8,0,89,10,1015,12,12,11,12,16,12,1
13,7,0,88,10,1015,12,13,11,12,15,12,4
21,5,0,64,10,1015,11,21,13,21,6,21,6
29,5,0,49,10,1013,9,30,18,29,6,30,7
29,6,0,45,10,1011,17,29,16,29,7,29,7
25,3,0,60,10,1011,7,26,17,25,5,26,1
17,21,0,86,10,1014,20,17,14,17,40,17,1
13,5,0,87,10,1016,19,13,11,13,11,13,1
12,8,0,89,10,1015,12,12,11,12,16,12,1
13,7,0,88,10,1015,12,13,11,12,15,12,4
21,5,0,64,10,1015,11,21,13,21,6,21,6
29,5,0,49,10,1013,9,30,18,29,6,30,7
29,6,0,45,10,1011,17,29,16,29,7,29,7
25,3,0,60,10,1011,7,26,17,25,5,26,1
17,21,0,86,10,1014,20,17,14,17,40,17,1
14,5,0,94,10,1016,12,14,13,14,10,14,1
13,5,0,92,10,1015,5,13,12,13,11,13,1
14,4,0,89,10,1014,6,14,12,14,9,14,4
22,3,0,64,10,1013,3,25,14,22,3,22,6
29,6,0,50,10,1012,5,30,18,29,6,30,7
28,10,0,53,10,1011,11,29,18,28,11,29,7
22,6,0,68,10,1012,10,25,16,22,8,22,1
16,3,0,87,10,1013,10,16,14,16,5,16,1
15,6,1,95,10,1015,86,15,14,15,13,15,1
15,4,1,94,10,1014,85,15,14,15,9,15,1
15,4,1,94,2,1014,75,15,14,16,8,16,4
19,6,0,83,10,1014,21,19,16,19,8,19,5
23,9,0,69,10,1014,11,25,17,23,10,25,6
22,9,0,70,10,1013,13,25,16,22,11,22,6
22,10,0,72,10,1013,7,25,17,22,12,25,1
15,5,0,95,2,1016,24,15,14,15,9,15,1
14,3,0,95,2,1017,43,14,14,15,6,15,1
14,4,0,94,10,1016,23,14,13,15,8,15,1
14,5,0,94,10,1016,20,14,13,14,10,14,4
19,4,0,77,10,1015,10,19,15,19,5,19,5
23,10,0,66,10,1014,13,25,16,23,12,25,6
19,14,1,88,10,1015,81,19,17,19,19,19,4
18,11,1,95,10,1015,71,18,17,18,19,18,1
16,6,1,95,2,1019,84,16,15,16,10,16,1
15,7,0,94,2,1019,38,15,14,15,12,15,1
14,4,0,94,2,1019,42,14,13,14,8,14,1
14,3,0,94,10,1019,83,14,13,14,6,14,3
17,6,0,85,10,1021,74,17,15,17,6,17,4
20,11,0,70,10,1021,67,20,14,20,13,20,5
21,14,0,70,10,1021,69,21,15,21,17,21,5
18,10,0,88,10,1022,95,18,15,18,12,18,1
15,9,1,92,10,1023,87,15,13,14,15,14,1
15,5,1,91,10,1023,69,15,14,15,8,15,1
14,0,0,92,10,1021,56,14,13,14,1,14,1
14,2,0,93,10,1021,94,14,13,14,3,14,3
17,4,1,88,10,1021,92,17,15,17,4,17,4
21,5,0,68,10,1020,48,21,15,21,6,21,6
21,13,0,70,10,1019,56,21,15,21,15,21,6
18,9,0,84,10,1021,72,18,15,18,11,18,1
14,2,1,95,2,1021,52,14,13,14,4,14,1
14,5,1,93,10,1022,85,14,13,15,9,15,1
14,5,0,92,10,1022,67,14,13,14,11,14,1
15,6,0,91,10,1022,100,15,14,15,9,15,3
17,5,1,88,10,1023,80,17,15,17,6,17,4
21,8,1,65,10,1022,82,21,14,21,9,21,5
22,10,0,62,10,1021,8,25,14,22,11,22,6
21,8,0,62,10,1020,8,25,14,21,9,21,1
15,5,0,85,10,1020,13,15,13,15,10,15,1
15,6,0,73,10,1020,19,15,10,15,13,15,1
15,5,0,60,10,1019,28,15,7,15,10,15,1
15,6,0,57,10,1018,48,15,7,15,12,15,5
20,2,0,51,10,1019,47,20,10,20,3,20,6
22,8,0,49,10,1019,39,25,11,22,9,25,6
23,13,0,55,10,1020,49,25,13,23,14,25,6
21,9,0,65,10,1020,47,24,14,21,10,21,1
16,3,0,84,10,1021,26,16,13,16,5,16,1
17,11,1,95,10,1021,100,17,17,17,16,17,1
17,14,1,95,10,1021,72,17,16,17,21,17,1
17,14,1,93,10,1022,78,17,15,17,21,17,4
18,15,1,89,10,1023,69,18,16,18,18,18,4
21,16,1,66,10,1024,83,21,14,21,20,21,5
23,13,0,59,10,1024,2,25,15,23,14,25,6
22,8,0,64,10,1024,0,25,15,22,9,25,1
15,2,0,87,10,1024,15,15,13,15,3,15,1
14,6,0,87,10,1024,9,14,11,14,12,14,1
13,6,0,85,10,1023,4,13,10,13,13,13,1
13,5,0,86,10,1023,6,13,11,13,10,13,4
19,5,0,68,10,1023,12,19,13,19,6,19,5
23,9,0,57,10,1022,18,25,14,23,11,25,6
24,12,0,56,10,1021,26,26,15,24,14,26,6
22,8,0,68,10,1021,42,25,16,22,9,22,1
16,4,0,91,10,1022,25,16,15,16,9,16,1
14,6,0,92,10,1023,46,14,13,14,14,14,1
14,6,0,92,10,1022,31,14,12,14,12,14,1
15,6,0,90,10,1022,67,15,13,15,11,15,3
20,5,0,74,10,1022,20,20,15,20,6,20,6
24,9,0,66,10,1022,5,26,17,24,11,26,6
24,9,0,68,10,1021,13,26,18,24,10,26,6
22,9,0,77,10,1021,8,25,18,22,10,25,1
17,6,1,94,9,1023,72,17,16,17,11,17,1
15,2,1,95,2,1023,57,15,14,15,4,15,1
15,6,0,95,2,1023,64,15,14,15,11,15,1
16,6,1,94,10,1022,61,16,15,16,9,16,4
19,5,1,87,10,1023,63,19,17,19,6,19,4
22,6,1,76,10,1022,83,24,17,22,8,22,5
23,12,0,68,10,1021,22,25,17,23,14,25,6
21,7,1,76,10,1022,75,21,16,21,9,21,1
16,6,1,96,10,1023,56,16,16,16,10,16,1
16,4,1,95,10,1023,82,16,15,16,8,16,1
15,6,0,94,2,1022,46,15,14,15,12,15,1
15,5,0,94,2,1022,45,15,14,15,11,15,3
20,2,0,83,10,1022,48,20,17,20,2,20,5
24,10,0,68,10,1020,6,26,18,24,12,26,6
26,10,0,66,10,1019,5,27,19,26,11,27,7
22,8,0,76,10,1018,4,25,18,22,9,25,1
17,6,0,93,10,1018,4,17,16,17,13,17,1
17,5,0,92,10,1016,2,17,15,17,10,17,1
16,3,0,93,10,1015,7,16,15,16,7,16,1
17,4,0,92,10,1015,4,17,15,17,9,17,5
25,5,0,65,10,1014,0,26,18,25,6,26,6
30,8,0,53,10,1012,32,32,19,30,9,32,7
28,7,0,57,9,1011,98,30,19,28,9,30,6
28,6,0,60,10,1012,8,30,19,28,6,30,1
18,12,1,90,9,1012,80,18,16,18,26,18,1
17,12,1,92,10,1015,74,17,16,17,24,17,1
17,10,0,89,10,1014,2,17,15,17,21,17,1
18,8,0,87,10,1014,2,18,16,18,17,18,5
26,4,0,60,10,1015,0,27,18,26,4,27,7
33,7,0,48,10,1014,0,37,21,33,8,37,8
32,10,0,51,10,1015,0,36,21,32,12,36,8
26,7,0,67,10,1016,2,28,20,26,8,28,1
18,6,0,93,10,1018,1,18,17,18,12,18,1
17,3,0,93,10,1020,2,17,16,17,6,17,1
17,6,0,88,10,1018,4,17,15,17,12,17,1
19,5,0,81,10,1018,3,19,15,19,10,19,5
24,3,0,68,10,1018,4,26,18,24,3,26,6
30,7,0,56,10,1017,18,32,20,30,8,32,7
35,8,0,46,10,1015,10,40,22,35,9,40,9
33,8,0,51,10,1014,6,36,21,33,12,36,1
26,21,0,55,10,1018,5,27,16,26,44,27,1
19,6,0,84,10,1021,3,19,16,19,12,19,1
20,6,0,73,10,1020,4,20,15,20,12,20,1
19,6,0,70,10,1018,7,19,14,19,13,19,5
28,5,0,55,10,1018,8,29,18,28,7,29,7
37,6,0,42,10,1017,6,42,21,37,8,42,9
37,8,0,40,10,1016,5,41,21,37,9,41,9
33,8,0,50,10,1015,3,36,21,33,12,36,1
25,5,0,65,10,1014,12,27,18,25,10,27,1
19,7,0,80,10,1020,0,19,15,19,15,19,1
20,8,0,67,10,1018,3,20,14,20,16,20,1
21,10,0,59,10,1016,2,21,13,21,22,21,6
29,10,0,46,10,1014,6,30,16,29,16,30,7
39,13,0,28,10,1011,0,41,17,39,15,41,9
41,16,0,22,10,1009,4,43,15,41,18,43,10
26,17,0,63,10,1010,19,27,18,26,22,27,1
19,19,0,88,10,1012,6,19,17,19,39,19,1
18,11,0,94,10,1012,88,18,17,18,18,18,1
18,7,0,90,10,1010,67,18,16,18,10,18,1
17,5,0,91,10,1011,35,17,16,17,9,17,5
23,6,0,68,10,1011,0,25,17,23,7,25,6
25,15,0,66,10,1012,5,26,18,25,18,26,6
25,14,0,69,10,1011,3,26,19,25,16,26,6
22,10,0,75,10,1011,12,25,18,22,11,25,1
17,6,0,90,10,1013,47,17,15,17,13,17,1
17,3,0,95,2,1013,80,17,16,17,6,17,1
18,3,0,92,10,1012,58,18,17,18,4,18,1
18,4,0,90,10,1013,38,18,16,18,6,18,5
21,5,0,78,10,1013,56,24,17,21,6,21,6
24,12,0,67,10,1013,20,26,18,24,14,26,6
24,15,0,69,10,1012,12,26,18,24,17,26,6
23,10,0,72,10,1011,14,25,18,23,11,25,1
17,3,0,90,10,1012,32,17,16,17,5,17,1
17,5,0,87,9,1012,93,17,15,17,8,17,1
16,8,0,94,10,1010,69,16,15,16,16,16,1
16,9,0,93,10,1010,15,16,15,16,18,16,5
23,4,0,66,10,1010,100,25,16,23,4,25,5
29,9,0,51,10,1010,6,30,18,29,11,30,7
24,16,0,68,10,1010,9,26,18,24,18,26,6
21,13,0,84,10,1010,98,21,18,21,15,21,1
17,8,1,90,10,1011,52,17,15,17,13,17,1
17,7,1,94,10,1011,90,17,16,17,11,17,1
18,5,1,94,10,1010,100,18,17,18,8,18,1
16,5,1,95,10,1009,91,16,16,16,9,16,4
19,3,1,89,10,1010,80,19,17,19,3,19,4
20,12,1,87,10,1011,67,20,18,20,19,20,4
21,17,1,76,10,1010,72,24,17,21,19,21,5
19,7,1,89,10,1011,93,19,17,19,9,19,1
17,5,1,90,10,1013,66,17,16,17,8,17,1
16,5,0,92,10,1013,58,16,14,16,10,16,1
15,6,0,94,10,1012,25,15,14,15,10,15,1
15,6,0,92,10,1012,27,15,14,15,11,15,5
21,1,0,66,10,1012,27,24,15,21,1,21,6
25,9,0,51,10,1011,44,26,15,25,11,26,7
21,3,0,75,10,1011,13,21,16,21,5,21,6
20,6,0,78,9,1011,47,20,16,20,8,20,1
16,2,1,93,9,1013,78,16,15,16,4,16,1
17,6,1,94,9,1015,100,17,16,17,10,17,1
